row_id,卷,部类,部类序号,部类附名,作者,词条,注文,注文類型,注文类型,embedding_text,embedding_chars,原始注文,解析注文,注文解析方式,注文解析来源行,注文互见目标,部类文本,词条文本,注文文本,整体语义文本,词条可用,注文可用,部类可用,词条忽略原因,实际词条权重,实际注文权重,实际部类权重,注文類型字段,注文類型原文,注文類型规范,注文计算策略,典籍书名,典籍书名_归一,典籍书名与诗注重合,典籍书名与共同典源重合
83,一,天,一,,,相駮,張平子作渾天儀，琁璣所加，其星集皆如合符。王仲任據蓋天之說，以駮渾儀。桓君山謂仲任之徒，曰：「吾待奏報，暴背西廊下。」頃之，日光出去，是應渾天也。,出處原文，解釋文意,出處原文，解釋文意,[天]相駮張平子作渾天儀，琁璣所加，其星集皆如合符。王仲任據蓋天之說，以駮渾儀。桓君山謂仲任之徒，曰：「吾待奏報，暴背西廊下。」頃之，日光出去，是應渾天也。,78,張平子作渾天儀，琁璣所加，其星集皆如合符。王仲任據蓋天之說，以駮渾儀。桓君山謂仲任之徒，曰：「吾待奏報，暴背西廊下。」頃之，日光出去，是應渾天也。,張平子作渾天儀，琁璣所加，其星集皆如合符。王仲任據蓋天之說，以駮渾儀。桓君山謂仲任之徒，曰：「吾待奏報，暴背西廊下。」頃之，日光出去，是應渾天也。,original,,,天,相駮,張平子作渾天儀，琁璣所加，其星集皆如合符。王仲任據蓋天之說，以駮渾儀。桓君山謂仲任之徒，曰：「吾待奏報，暴背西廊下。」頃之，日光出去，是應渾天也。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文，解釋文意,出处原文；解释文意,weighted_channels,,,,
84,一,天,一,,,維秬維秠,《詩》云：「誕降嘉種。」又孫氏瑞圖曰：「舜時，后稷播植，天降秬秠。」,出處典籍，出處原文,出處典籍，出處原文,[天]維秬維秠《詩》云：「誕降嘉種。」又孫氏瑞圖曰：「舜時，后稷播植，天降秬秠。」,41,《詩》云：「誕降嘉種。」又孫氏瑞圖曰：「舜時，后稷播植，天降秬秠。」,《詩》云：「誕降嘉種。」又孫氏瑞圖曰：「舜時，后稷播植，天降秬秠。」,original,,,天,維秬維秠,《詩》云：「誕降嘉種。」又孫氏瑞圖曰：「舜時，后稷播植，天降秬秠。」,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，出處原文,出处典籍；出处原文,weighted_channels_with_book_title_stats,詩,诗,诗,诗
85,一,天,一,,,文虹竟天,傅玄《陽春賦》：丹霞播景，文虹竟天。,出處典籍，出處原文,出處典籍，出處原文,[天]文虹竟天傅玄《陽春賦》：丹霞播景，文虹竟天。,25,傅玄《陽春賦》：丹霞播景，文虹竟天。,傅玄《陽春賦》：丹霞播景，文虹竟天。,original,,,天,文虹竟天,傅玄《陽春賦》：丹霞播景，文虹竟天。,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，出處原文,出处典籍；出处原文,weighted_channels_with_book_title_stats,陽春賦,阳春赋,阳春赋,阳春赋
86,一,天,一,,,昊天上帝其佐曰五帝,《五經通義》曰：「天神之大者。」,出處典籍，出處原文,出處典籍，出處原文,[天]昊天上帝其佐曰五帝《五經通義》曰：「天神之大者。」,28,《五經通義》曰：「天神之大者。」,《五經通義》曰：「天神之大者。」,original,,,天,昊天上帝其佐曰五帝,《五經通義》曰：「天神之大者。」,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，出處原文,出处典籍；出处原文,weighted_channels_with_book_title_stats,五經通義,五经通義,,
87,一,天,一,,,設位,《易》曰：「天地設位，而易行其中。」,出處典籍，出處原文,出處典籍，出處原文,[天]設位《易》曰：「天地設位，而易行其中。」,23,《易》曰：「天地設位，而易行其中。」,《易》曰：「天地設位，而易行其中。」,original,,,天,設位,《易》曰：「天地設位，而易行其中。」,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，出處原文,出处典籍；出处原文,weighted_channels_with_book_title_stats,易,易,易,易
88,一,天,一,,,來麰,大麥也。始自天降，見《漢書》。,出處典籍，解釋文意,出處典籍，解釋文意,[天]來麰大麥也。始自天降，見《漢書》。,20,大麥也。始自天降，見《漢書》。,大麥也。始自天降，見《漢書》。,original,,,天,來麰,大麥也。始自天降，見《漢書》。,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，解釋文意,出处典籍；解释文意,weighted_channels_with_book_title_stats,漢書,汉书,汉书,汉书
89,一,天,一,,,天方授楚,《左傳》曰：「公孫歸父，會楚子於宋，宋人告急於晉，晉侯欲救之。伯宗曰：「不可。天方授楚，未可與爭，雖晉之彊，能違天乎？」」,出處典籍，出處原文,出處典籍，出處原文,[天]天方授楚《左傳》曰：「公孫歸父，會楚子於宋，宋人告急於晉，晉侯欲救之。伯宗曰：「不可。天方授楚，未可與爭，雖晉之彊，能違天乎？」」,68,《左傳》曰：「公孫歸父，會楚子於宋，宋人告急於晉，晉侯欲救之。伯宗曰：「不可。天方授楚，未可與爭，雖晉之彊，能違天乎？」」,《左傳》曰：「公孫歸父，會楚子於宋，宋人告急於晉，晉侯欲救之。伯宗曰：「不可。天方授楚，未可與爭，雖晉之彊，能違天乎？」」,original,,,天,天方授楚,《左傳》曰：「公孫歸父，會楚子於宋，宋人告急於晉，晉侯欲救之。伯宗曰：「不可。天方授楚，未可與爭，雖晉之彊，能違天乎？」」,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，出處原文,出处典籍；出处原文,weighted_channels_with_book_title_stats,左傳,左传,左传,左传
90,一,天,一,,,車蓋,《九辨》云：「仰觀天形如車蓋。」,出處典籍，出處原文,出處典籍，出處原文,[天]車蓋《九辨》云：「仰觀天形如車蓋。」,21,《九辨》云：「仰觀天形如車蓋。」,《九辨》云：「仰觀天形如車蓋。」,original,,,天,車蓋,《九辨》云：「仰觀天形如車蓋。」,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，出處原文,出处典籍；出处原文,weighted_channels_with_book_title_stats,九辨,九辨,,
91,一,天,一,,,渾儀,郭緣生《述征記》云：「長安宮，南有雲臺，高十五仞上，有銅渾儀。,出處典籍，出處原文,出處典籍，出處原文,[天]渾儀郭緣生《述征記》云：「長安宮，南有雲臺，高十五仞上，有銅渾儀。,36,郭緣生《述征記》云：「長安宮，南有雲臺，高十五仞上，有銅渾儀。,郭緣生《述征記》云：「長安宮，南有雲臺，高十五仞上，有銅渾儀。,original,,,天,渾儀,郭緣生《述征記》云：「長安宮，南有雲臺，高十五仞上，有銅渾儀。,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，出處原文,出处典籍；出处原文,weighted_channels_with_book_title_stats,述征記,述征记,述征记,述征记
92,一,天,一,,,敬天之威,之怒。《詩》。,出處典籍，出處原文,出處典籍，出處原文,[天]敬天之威之怒。《詩》。,14,之怒。《詩》。,之怒。《詩》。,original,,,天,敬天之威,之怒。《詩》。,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，出處原文,出处典籍；出处原文,weighted_channels_with_book_title_stats,詩,诗,诗,诗
93,一,天,一,,,戴盆,多謝悠悠子，瞻天如戴盆。,出處原文,出處原文,[天]戴盆多謝悠悠子，瞻天如戴盆。,17,多謝悠悠子，瞻天如戴盆。,多謝悠悠子，瞻天如戴盆。,original,,,天,戴盆,多謝悠悠子，瞻天如戴盆。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
94,一,天,一,,,圓天為蓋,《大言》。,出處典籍,出處典籍,[天]圓天為蓋《大言》。,12,《大言》。,《大言》。,original,,,天,圓天為蓋,《大言》。,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍,出处典籍,book_title_stats_only_weighted_fallback,大言,大言,,
95,一,地,二,,,地卑,天尊地卑。,出處原文,出處原文,[地]地卑天尊地卑。,10,天尊地卑。,天尊地卑。,original,,,地,地卑,天尊地卑。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
96,一,地,二,,,成形,在地成形。,出處原文,出處原文,[地]成形在地成形。,10,在地成形。,在地成形。,original,,,地,成形,在地成形。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
97,一,地,二,,,上隮,地氣上隮。,出處原文,出處原文,[地]上隮地氣上隮。,10,地氣上隮。,地氣上隮。,original,,,地,上隮,地氣上隮。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
98,一,地,二,,,深厚,不測。,對仗,對仗,[地]深厚不測。,8,不測。,不測。,original,,,地,深厚,不測。,,True,True,True,,0.5,0.3,0.2,注文類型,對仗,对仗,parallel_note_focused,,,,
99,一,地,二,,,厚德載物,,,,[地]厚德載物,7,,,empty,,,地,厚德載物,,,True,False,True,,0.714286,0.0,0.285714,注文類型,,,weighted_channels_untyped_fallback,,,,
100,一,地,二,,,變盈流謙,地道,補足下文,補足下文,[地]變盈流謙地道,9,地道,地道,original,,,地,變盈流謙,地道,變盈流謙地道,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
101,一,地,二,,,資生萬物。,,,,[地]資生萬物。,8,,,empty,,,地,資生萬物。,,,True,False,True,,0.714286,0.0,0.285714,注文類型,,,weighted_channels_untyped_fallback,,,,
102,一,地,二,,,曰柔與剛,立地之道。,補足下文,補足下文,[地]曰柔與剛立地之道。,12,立地之道。,立地之道。,original,,,地,曰柔與剛,立地之道。,曰柔與剛立地之道。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
103,一,地,二,,,沉潛剛克,,,,[地]沉潛剛克,7,,,empty,,,地,沉潛剛克,,,True,False,True,,0.714286,0.0,0.285714,注文類型,,,weighted_channels_untyped_fallback,,,,
104,一,地,二,,,不動者地,,,,[地]不動者地,7,,,empty,,,地,不動者地,,,True,False,True,,0.714286,0.0,0.285714,注文類型,,,weighted_channels_untyped_fallback,,,,
105,一,地,二,,,無疆,德仁旡疆。,補足下文,補足下文,[地]無疆德仁旡疆。,10,德仁旡疆。,德仁旡疆。,original,,,地,無疆,德仁旡疆。,無疆德仁旡疆。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
106,一,地,二,,,廣大,象地。,對仗,對仗,[地]廣大象地。,8,象地。,象地。,original,,,地,廣大,象地。,,True,True,True,,0.5,0.3,0.2,注文類型,對仗,对仗,parallel_note_focused,,,,
107,一,地,二,,,博厚,,,,[地]博厚,5,,,empty,,,地,博厚,,,True,False,True,,0.714286,0.0,0.285714,注文類型,,,weighted_channels_untyped_fallback,,,,
108,一,地,二,,,地秉陰,竅於山川。,補足下文,補足下文,[地]地秉陰竅於山川。,11,竅於山川。,竅於山川。,original,,,地,地秉陰,竅於山川。,地秉陰竅於山川。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
109,一,地,二,,,地載萬物,取財於地，是以親地。,補足下文,補足下文,[地]地載萬物取財於地，是以親地。,17,取財於地，是以親地。,取財於地，是以親地。,original,,,地,地載萬物,取財於地，是以親地。,地載萬物取財於地，是以親地。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
110,一,地,二,,,無私,,,,[地]無私,5,,,empty,,,地,無私,,,True,False,True,,0.714286,0.0,0.285714,注文類型,,,weighted_channels_untyped_fallback,,,,
111,一,地,二,,,載地之道,,,,[地]載地之道,7,,,empty,,,地,載地之道,,,True,False,True,,0.714286,0.0,0.285714,注文類型,,,weighted_channels_untyped_fallback,,,,
112,一,地,二,,,博也厚也,,,,[地]博也厚也,7,,,empty,,,地,博也厚也,,,True,False,True,,0.714286,0.0,0.285714,注文類型,,,weighted_channels_untyped_fallback,,,,
113,一,地,二,,,一撮土之多,今夫地一撮土之多，及其廣厚，載華嶽而不重動，振河海而不洩，萬物載焉。注云：地之博厚，本由撮土。,出處原文，解釋文意,出處原文，解釋文意,[地]一撮土之多今夫地一撮土之多，及其廣厚，載華嶽而不重動，振河海而不洩，萬物載焉。注云：地之博厚，本由撮土。,55,今夫地一撮土之多，及其廣厚，載華嶽而不重動，振河海而不洩，萬物載焉。注云：地之博厚，本由撮土。,今夫地一撮土之多，及其廣厚，載華嶽而不重動，振河海而不洩，萬物載焉。注云：地之博厚，本由撮土。,original,,,地,一撮土之多,今夫地一撮土之多，及其廣厚，載華嶽而不重動，振河海而不洩，萬物載焉。注云：地之博厚，本由撮土。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文，解釋文意,出处原文；解释文意,weighted_channels,,,,
114,一,地,二,,,持載,無不持載。,出處原文,出處原文,[地]持載無不持載。,10,無不持載。,無不持載。,original,,,地,持載,無不持載。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
115,一,地,二,,,坤元,,,,[地]坤元,5,,,empty,,,地,坤元,,,True,False,True,,0.714286,0.0,0.285714,注文類型,,,weighted_channels_untyped_fallback,,,,
116,一,地,二,,,五土,《大司徒》：掌土地之圖，知九州之地域，廣輪之數，辨五土之物。,出處典籍，出處原文,出處典籍，出處原文,[地]五土《大司徒》：掌土地之圖，知九州之地域，廣輪之數，辨五土之物。,35,《大司徒》：掌土地之圖，知九州之地域，廣輪之數，辨五土之物。,《大司徒》：掌土地之圖，知九州之地域，廣輪之數，辨五土之物。,original,,,地,五土,《大司徒》：掌土地之圖，知九州之地域，廣輪之數，辨五土之物。,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，出處原文,出处典籍；出处原文,weighted_channels_with_book_title_stats,大司徒,大司徒,,
117,一,地,二,,,得一以寧,地無以寧，將恐發。,補足下文,補足下文,[地]得一以寧地無以寧，將恐發。,16,地無以寧，將恐發。,地無以寧，將恐發。,original,,,地,得一以寧,地無以寧，將恐發。,得一以寧地無以寧，將恐發。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
118,一,地,二,,,貴貞,《漢書》：地道貴貞。,出處典籍，出處原文,出處典籍，出處原文,[地]貴貞《漢書》：地道貴貞。,15,《漢書》：地道貴貞。,《漢書》：地道貴貞。,original,,,地,貴貞,《漢書》：地道貴貞。,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，出處原文,出处典籍；出处原文,weighted_channels_with_book_title_stats,漢書,汉书,汉书,汉书
119,一,地,二,,,方輿,宋玉《大言詩》曰：「圓天為蓋，方地為輿。」,出處典籍，出處原文,出處典籍，出處原文,[地]方輿宋玉《大言詩》曰：「圓天為蓋，方地為輿。」,26,宋玉《大言詩》曰：「圓天為蓋，方地為輿。」,宋玉《大言詩》曰：「圓天為蓋，方地為輿。」,original,,,地,方輿,宋玉《大言詩》曰：「圓天為蓋，方地為輿。」,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，出處原文,出处典籍；出处原文,weighted_channels_with_book_title_stats,大言詩,大言诗,,
120,一,地,二,,,大舟,《河圖》曰：「地恆動不止，譬人在大舟中，閉牖而坐，舟行不覺。」,出處典籍，出處原文,出處典籍，出處原文,[地]大舟《河圖》曰：「地恆動不止，譬人在大舟中，閉牖而坐，舟行不覺。」,36,《河圖》曰：「地恆動不止，譬人在大舟中，閉牖而坐，舟行不覺。」,《河圖》曰：「地恆動不止，譬人在大舟中，閉牖而坐，舟行不覺。」,original,,,地,大舟,《河圖》曰：「地恆動不止，譬人在大舟中，閉牖而坐，舟行不覺。」,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，出處原文,出处典籍；出处原文,weighted_channels_with_book_title_stats,河圖,河图,河图,河图
