unit_id,granularity,poem_id,卷,集类,集类号,诗类,题目,小序,组诗题,source_indices,reconstruction_mode,编号,作年,poem_source,注释引书_归一书名,初学记艺文类聚共同典源_归一书名,初学记艺文类聚共同典源_数量,是否涉及初学记艺文类聚共同典源,引文片段级共同典源_归一书名,引文片段级共同典源_数量,是否涉及引文片段级共同典源,verse_count,line_count,text,embedding_text,embedding_chars
326,poem,326,卷七,,,閑適,山中獨吟,,,326,revised_jsonl_direct,0327,818,revised_jsonl,笺；晋书；左传；顿悟入道要门论,晋书；左传,2,True,,0,False,1,18,"人各有一癖
我癖在章句
萬緣皆已銷
此病獨未去
每逢美風景
或對好親故
高聲詠一篇
怳若與神遇
自爲江上客
半在山中住
有時新詩成
獨上東巖路
身倚白石崖
手攀青桂樹
狂吟驚林壑
猿鳥皆窺覷
恐爲世所嗤
故就無人處","山中獨吟人各有一癖
我癖在章句
萬緣皆已銷
此病獨未去
每逢美風景
或對好親故
高聲詠一篇
怳若與神遇
自爲江上客
半在山中住
有時新詩成
獨上東巖路
身倚白石崖
手攀青桂樹
狂吟驚林壑
猿鳥皆窺覷
恐爲世所嗤
故就無人處",111
327,poem,327,卷七,,,閑適,達理二首其一,,,327,revised_jsonl_direct,0328,818,revised_jsonl,笺；礼记；释文；通典；松斋自题,礼记,1,True,,0,False,1,16,"何物壯不老
何時窮不通
如彼音與律
宛轉旋爲宮
我命獨何薄
多悴而少豐
當壯已先衰
暫泰還長窮
我無奈命何
委順以待終
命無奈我何
方寸如虛空
瞢然與化俱
混然與俗同
誰能坐自苦
齟齬於其中","達理二首其一何物壯不老
何時窮不通
如彼音與律
宛轉旋爲宮
我命獨何薄
多悴而少豐
當壯已先衰
暫泰還長窮
我無奈命何
委順以待終
命無奈我何
方寸如虛空
瞢然與化俱
混然與俗同
誰能坐自苦
齟齬於其中",101
328,poem,328,卷七,,,閑適,達理二首其二,,,328,revised_jsonl_direct,0329,,revised_jsonl,文选；重答刘秣陵沼书；宣城记；淮南子；思玄赋；庄子；荆楚岁时记；变化论；捜神记；孟子,淮南子；庄子；荆楚岁时记；孟子,4,True,,0,False,1,16,"舒姑化爲泉
牛哀病作虎
或柳生肘間
或男變爲女
鳥獸及水木
本不與民伍
胡然生變遷
不待死歸土
百骸是己物
尚不能爲主
况彼時命間
倚伏何足數
時來不可遏
命去焉能取
唯當養浩然
吾聞達人語","達理二首其二舒姑化爲泉
牛哀病作虎
或柳生肘間
或男變爲女
鳥獸及水木
本不與民伍
胡然生變遷
不待死歸土
百骸是己物
尚不能爲主
况彼時命間
倚伏何足數
時來不可遏
命去焉能取
唯當養浩然
吾聞達人語",101
329,poem,329,卷七,,,閑適,湖亭晚望殘水,,,329,revised_jsonl_direct,0330,818,revised_jsonl,笺；楚辞；玉台新咏；望新月示同羁诗,楚辞,1,True,楚辞,1,True,1,18,"湖上秋泬寥
湖邊晚蕭瑟
登亭望湖水
水縮湖底出
清渟得早霜
明滅浮殘日
流注隨地勢
窪坳無定質
泓澄白龍卧
宛轉青蛇屈
破鏡折劍頭
光芒又非一
久爲山水客
見盡幽奇物
及來湖亭望
此狀難談悉
乃知天地間
勝事殊未畢","湖亭晚望殘水湖上秋泬寥
湖邊晚蕭瑟
登亭望湖水
水縮湖底出
清渟得早霜
明滅浮殘日
流注隨地勢
窪坳無定質
泓澄白龍卧
宛轉青蛇屈
破鏡折劍頭
光芒又非一
久爲山水客
見盡幽奇物
及來湖亭望
此狀難談悉
乃知天地間
勝事殊未畢",113
330,poem,330,卷七,,,閑適,郭虛舟相訪,,,330,revised_jsonl_direct,0331,818,revised_jsonl,笺；同微之赠别郭虚舟炼师五十韵,,0,False,,0,False,1,8,"朝暖就南軒
暮寒歸後屋
晚酌一兩杯
夜棋三四局
寒灰埋暗火
曉焰凝殘燭
不嫌貧冷人
時來同一宿","郭虛舟相訪朝暖就南軒
暮寒歸後屋
晚酌一兩杯
夜棋三四局
寒灰埋暗火
曉焰凝殘燭
不嫌貧冷人
時來同一宿",52
331,poem,331,卷八,,,閑適,長慶二年七月自中書舍人出守杭州路次藍溪作,,,331,revised_jsonl_direct,0332,822,revised_jsonl,谱；笺；谢上表；游悟真寺诗一百三十韵；汉书；礼拜唱导发愿文；西征赋；文选；北齐书；新唐书；旧唐书；淮南子；三国志；宋书；太常卿陆倕墓志铭；送杜尹赴东都；演繁露；唐书；送抚州周使君；在怀县作二首；松斋自题；诗；为顾彦先赠妇二首；咸淳临安志；吴郡诗石记；白氏文集；唐代诗人丛考；诗石记；庄子；自京赴奉先县咏怀五百字；答元八宗简同游曲江后明日见赠；孔戡,汉书；淮南子；宋书；诗；庄子,5,True,,0,False,1,40,"太原一男子
自顧庸且鄙
老逢不次恩
洗拔出泥滓
既居可言地
願助朝廷理
伏閣三上章
戇愚不稱旨
聖人存大體
優貸容不死
鳳詔停舍人
魚書除刺史
置懷齊寵辱
委順隨行止
我自得此心
于兹十年矣
餘杭乃名郡
郡郭臨江汜
已想海門山
潮聲來入耳
昔予貞元末
羈旅曾遊此
甚覺太守尊
亦諳魚酒美
因生江海興
每羨滄浪水
尚擬拂衣行
况今兼祿仕
青山峰巒接
白日烟塵起
東道既不通
改轅遂南指
自秦窮楚越
浩蕩五千里
聞有賢主人
而多好山水
是行頗爲愜
所歷良可紀
策馬度藍溪
勝遊從此始","長慶二年七月自中書舍人出守杭州路次藍溪作太原一男子
自顧庸且鄙
老逢不次恩
洗拔出泥滓
既居可言地
願助朝廷理
伏閣三上章
戇愚不稱旨
聖人存大體
優貸容不死
鳳詔停舍人
魚書除刺史
置懷齊寵辱
委順隨行止
我自得此心
于兹十年矣
餘杭乃名郡
郡郭臨江汜
已想海門山
潮聲來入耳
昔予貞元末
羈旅曾遊此
甚覺太守尊
亦諳魚酒美
因生江海興
每羨滄浪水
尚擬拂衣行
况今兼祿仕
青山峰巒接
白日烟塵起
東道既不通
改轅遂南指
自秦窮楚越
浩蕩五千里
聞有賢主人
而多好山水
是行頗爲愜
所歷良可紀
策馬度藍溪
勝遊從此始",259
332,poem,332,卷八,,,閑適,初出城留别,,,332,revised_jsonl_direct,0333,822,revised_jsonl,笺；寄隐者；九日奉寄严大夫；游春辞；北楼送客归上都；楞严经；楞伽师资记,,0,False,,0,False,1,8,"朝從紫禁歸
暮出青門去
勿言城東陌
便是江南路
揚鞭簇車馬
揮手辭親故
我生本無鄉
心安是歸處","初出城留别朝從紫禁歸
暮出青門去
勿言城東陌
便是江南路
揚鞭簇車馬
揮手辭親故
我生本無鄉
心安是歸處",52
333,poem,333,卷八,,,閑適,過駱山人野居小池,,,333,revised_jsonl_direct,0334,822,revised_jsonl,笺；玉谿生诗详注；宿骆氏亭寄怀崔雍崔衮；骆处士墓志；唐语林；唐年补录；授骆峻太子司议郎梧州刺史赐绯鱼袋兼改名玄休；白氏文集；樊川文集；天柱山铭；长歌行；行药至城东桥；古风；游城南；养拙,,0,False,,0,False,1,16,"茅覆環堵亭
泉添方丈沼
紅芳照水荷
白頸觀魚鳥
拳石苔蒼翠
尺波烟杳渺
但問有意無
勿論池大小
門前車馬路
奔走無昏曉
名利驅人心
賢愚同擾擾
善哉駱處士
安置身心了
何乃獨多君
丘園居者少","過駱山人野居小池茅覆環堵亭
泉添方丈沼
紅芳照水荷
白頸觀魚鳥
拳石苔蒼翠
尺波烟杳渺
但問有意無
勿論池大小
門前車馬路
奔走無昏曉
名利驅人心
賢愚同擾擾
善哉駱處士
安置身心了
何乃獨多君
丘園居者少",103
334,poem,334,卷八,,,閑適,宿清源寺,,,334,revised_jsonl_direct,0335,822,revised_jsonl,笺；长安志；诗；塘边见古冢诗；感时；归田三首；坛经；送李参军,诗,1,True,,0,False,1,14,"往謫潯陽去
夜憩輞溪曲
今爲錢塘行
重經兹寺宿
爾來幾何歲
溪草二八綠
不見舊房僧
蒼然新樹木
虛空走日月
世界遷陵谷
我生寄其間
孰能逃倚伏
隨緣又南去
好住東廊竹","宿清源寺往謫潯陽去
夜憩輞溪曲
今爲錢塘行
重經兹寺宿
爾來幾何歲
溪草二八綠
不見舊房僧
蒼然新樹木
虛空走日月
世界遷陵谷
我生寄其間
孰能逃倚伏
隨緣又南去
好住東廊竹",87
335,poem,335,卷八,,,閑適,宿藍橋對月,,,335,revised_jsonl_direct,0336,822,revised_jsonl,笺；长安志；晋书；直中书省,晋书,1,True,,0,False,1,8,"昨夜鳳池頭
今夜藍溪口
明月本無心
行人自迴首
新秋松影下
半夜鐘聲後
清影不宜昏
聊將茶代酒","宿藍橋對月昨夜鳳池頭
今夜藍溪口
明月本無心
行人自迴首
新秋松影下
半夜鐘聲後
清影不宜昏
聊將茶代酒",52
336,poem,336,卷八,,,閑適,自望秦赴五松驛馬上偶睡睡覺成吟,,,336,revised_jsonl_direct,0337,822,revised_jsonl,笺；初贬官过望秦岭；通典；史记；括地志；望云骓马歌；舆地纪胜；题五松驿；五松驿；玉谿生年谱会笺平质；列子；世说新语；难范缜神灭论；庄子；叹逝赋；文选；维摩经；圆觉经；大智度论；巨力长者所问大乘经；登凤凰台二首；枕中记；南柯太守传,史记；列子；庄子,3,True,,0,False,1,14,"長途發已久
前館行未至
體倦目已昏
瞌然遂成睡
右袂尚垂鞭
左手暫委轡
忽覺問僕夫
纔行百步地
形神分處所
遲速相乖異
馬上幾多時
夢中無限事
誠哉達人語
百齡同一寐","自望秦赴五松驛馬上偶睡睡覺成吟長途發已久
前館行未至
體倦目已昏
瞌然遂成睡
右袂尚垂鞭
左手暫委轡
忽覺問僕夫
纔行百步地
形神分處所
遲速相乖異
馬上幾多時
夢中無限事
誠哉達人語
百齡同一寐",98
337,poem,337,卷八,,,閑適,鄧州路中作,,,337,revised_jsonl_direct,0338,822,revised_jsonl,笺；旧唐书；明月篇；杂体诗三十首；古诗十九首,,0,False,,0,False,1,12,"蕭蕭誰家林
秋梨葉半坼
漠漠誰家園
秋韭花初白
路逢故里物
使我嗟行役
不歸渭北村
又作江南客
去鄉徒自苦
濟世終無益
自問波上萍
何如澗中石","鄧州路中作蕭蕭誰家林
秋梨葉半坼
漠漠誰家園
秋韭花初白
路逢故里物
使我嗟行役
不歸渭北村
又作江南客
去鄉徒自苦
濟世終無益
自問波上萍
何如澗中石",76
338,poem,338,卷八,,,閑適,朱藤杖紫驄吟,,,338,revised_jsonl_direct,0339,822,revised_jsonl,笺；蛮子朝；论语,论语,1,True,,0,False,1,6,"拄上山之上
騎下山之下
江州去日朱藤杖
忠州歸日紫驄馬
天生二物濟我窮
我生合是栖栖者","朱藤杖紫驄吟拄上山之上
騎下山之下
江州去日朱藤杖
忠州歸日紫驄馬
天生二物濟我窮
我生合是栖栖者",49
339,poem,339,卷八,,,閑適,桐樹館重題,,,339,revised_jsonl_direct,0340,822,revised_jsonl,笺；商山路驿桐树昔与微之前后题名处；答桐花；桐花；三月二十四日宿曾峰馆夜对桐花寄乐天；世说新语；送从弟亚赴安西判官；扬都赋,,0,False,,0,False,1,6,"階前下馬時
梁上題詩處
慘澹病使君
蕭疏老松樹
自嗟還自哂
又向杭州去","桐樹館重題階前下馬時
梁上題詩處
慘澹病使君
蕭疏老松樹
自嗟還自哂
又向杭州去",40
340,poem,340,卷八,,,閑適,過紫霞蘭若,,,340,revised_jsonl_direct,0341,822,revised_jsonl,笺；兰若寓居,,0,False,,0,False,1,8,"我愛此山頭
及此三登歷
紫霞舊精舍
寥落空泉石
朝市日喧隘
雲林長悄寂
猶存住寺僧
肯有歸山客","過紫霞蘭若我愛此山頭
及此三登歷
紫霞舊精舍
寥落空泉石
朝市日喧隘
雲林長悄寂
猶存住寺僧
肯有歸山客",52
341,poem,341,卷八,,,閑適,感舊紗帽,,,341,revised_jsonl_direct,0342,822,revised_jsonl,笺；有唐善人墓碑；白氏文集；寄李十一；隋书,,0,False,,0,False,1,8,"昔君烏紗帽
贈我白頭翁
帽今在頂上
君已歸泉中
物故猶堪用
人亡不可逢
岐山今夜月
墳樹正秋風","感舊紗帽昔君烏紗帽
贈我白頭翁
帽今在頂上
君已歸泉中
物故猶堪用
人亡不可逢
岐山今夜月
墳樹正秋風",51
342,poem,342,卷八,,,閑適,思竹窗,,,342,revised_jsonl_direct,0343,822,revised_jsonl,笺；初学记；晋中兴书；赠刘舍人古意；旧唐书；奉和魏仆射秋日还乡有怀之作；和答诗十首,晋中兴书,1,True,,0,False,1,8,"不憶西省松
不憶南宮菊
西省大院有松
南宮本廳多菊
唯憶新昌堂
蕭蕭北窗竹
窗間枕簟在
來後何人宿","思竹窗不憶西省松
不憶南宮菊
西省大院有松
南宮本廳多菊
唯憶新昌堂
蕭蕭北窗竹
窗間枕簟在
來後何人宿",52
343,poem,343,卷八,,,閑適,馬上作,,,343,revised_jsonl_direct,0344,822,revised_jsonl,笺；旧唐书；初加朝散大夫又转上柱国；闻早莺；不致仕；文选；报孙会宗书；陪使君早春东郊游眺；从元太守夏宴西楼；世说新语；还旧园作见颜范二中书；晋阳秋；后汉书；左周黄列传；香炉峰下新置草堂即事咏怀题于石上；感鹤；送李校书二十六韵；西蜀旅舍春叹寄朝中故人呈狄评事；相和歌辞；送临津房少府；历阳书事七十韵；九日寄微之；演繁露；诗；周礼；和春深二十诗；苕溪渔隐丛话；遯斋闲览；汉官仪；遯斋；学林,晋阳秋；后汉书；诗；周礼；汉官仪,5,True,,0,False,1,40,"處世非不遇
榮身頗有餘
勳爲上柱國
爵乃朝大夫
自問有何才
兩入承明廬
又問有何政
再駕朱輪車
矧予東山人
自惟朴且疏
彈琴復有酒
但慕嵇阮徒
闇被鄉里薦
誤上賢能書
一列朝士籍
遂爲世網拘
高有罾繳憂
下有陷穽虞
每覺宇宙窄
未嘗心體舒
蹉跎二十年
頷下生白鬚
何言左遷去
尚獲專城居
杭州五千里
往若投淵魚
雖未脱簪組
且來汎江湖
吳中多詩人
亦不少酒酤
高聲詠篇什
大笑飛杯盂
五十未全老
尚可且歡娛
用兹送日月
君以爲何如
秋風起江上
白日落路隅
迴首語五馬
去矣勿踟躕","馬上作處世非不遇
榮身頗有餘
勳爲上柱國
爵乃朝大夫
自問有何才
兩入承明廬
又問有何政
再駕朱輪車
矧予東山人
自惟朴且疏
彈琴復有酒
但慕嵇阮徒
闇被鄉里薦
誤上賢能書
一列朝士籍
遂爲世網拘
高有罾繳憂
下有陷穽虞
每覺宇宙窄
未嘗心體舒
蹉跎二十年
頷下生白鬚
何言左遷去
尚獲專城居
杭州五千里
往若投淵魚
雖未脱簪組
且來汎江湖
吳中多詩人
亦不少酒酤
高聲詠篇什
大笑飛杯盂
五十未全老
尚可且歡娛
用兹送日月
君以爲何如
秋風起江上
白日落路隅
迴首語五馬
去矣勿踟躕",242
344,poem,344,卷八,,,閑適,秋蝶,,,344,revised_jsonl_direct,0345,822,revised_jsonl,笺；升庵诗话；奉和赵王隐士诗,,0,False,,0,False,1,12,"秋花紫蒙蒙
秋蝶黄茸茸
花低蝶新小
飛戲叢西東
日暮凉風來
紛紛花落叢
夜深白露冷
蝶已死叢中
朝生夕俱死
氣類各相從
不見千年鶴
多栖百丈松","秋蝶秋花紫蒙蒙
秋蝶黄茸茸
花低蝶新小
飛戲叢西東
日暮凉風來
紛紛花落叢
夜深白露冷
蝶已死叢中
朝生夕俱死
氣類各相從
不見千年鶴
多栖百丈松",73
345,poem,345,卷八,,,閑適,登商山最高頂,,,345,revised_jsonl_direct,0346,822,revised_jsonl,笺；史记；清一统志；旧志；月灯阁避暑,史记,1,True,,0,False,1,12,"高高此山頂
四望唯烟雲
下有一條路
通達楚與秦
或名誘其心
或利牽其身
乘者及負者
來去何云云
我亦斯人徒
未能出囂塵
七年三往復
何得笑他人","登商山最高頂高高此山頂
四望唯烟雲
下有一條路
通達楚與秦
或名誘其心
或利牽其身
乘者及負者
來去何云云
我亦斯人徒
未能出囂塵
七年三往復
何得笑他人",77
346,poem,346,卷八,,,閑適,枯桑,,,346,revised_jsonl_direct,0347,822,revised_jsonl,笺；佛所行赞,,0,False,,0,False,1,6,"道傍老枯樹
枯來非一朝
皮黄外尚活
心黑中先焦
有似多憂者
非因外火燒","枯桑道傍老枯樹
枯來非一朝
皮黄外尚活
心黑中先焦
有似多憂者
非因外火燒",37
347,poem,347,卷八,,,閑適,山路偶興,,,347,revised_jsonl_direct,0348,822,revised_jsonl,笺；首夏同诸校正游开元观因宿玩月,,0,False,,0,False,1,16,"筋力未全衰
僕馬不至弱
又多山水趣
心賞非寂寞
捫蘿上烟嶺
蹋石穿雲壑
谷鳥晚仍啼
洞花秋不落
提籠復攜榼
遇勝時停泊
泉憩茶數甌
嵐行酒一酌
獨吟還獨嘯
此興殊未惡
假使在城時
終年有何樂","山路偶興筋力未全衰
僕馬不至弱
又多山水趣
心賞非寂寞
捫蘿上烟嶺
蹋石穿雲壑
谷鳥晚仍啼
洞花秋不落
提籠復攜榼
遇勝時停泊
泉憩茶數甌
嵐行酒一酌
獨吟還獨嘯
此興殊未惡
假使在城時
終年有何樂",99
348,poem,348,卷八,,,閑適,山雉,,,348,revised_jsonl_direct,0349,822,revised_jsonl,笺；庄子；论语；感鹤；左传；绝交论；文选；韩诗外传,庄子；论语；左传；韩诗外传,4,True,,0,False,1,12,"五步一啄草
十步一飲水
適性遂其生
時哉山梁雉
梁上無罾繳
梁下無鷹鸇
雌雄與羣雛
皆得終天年
嗟嗟籠下雞
及彼池中雁
既有稻粱恩
必有犧牲患","山雉五步一啄草
十步一飲水
適性遂其生
時哉山梁雉
梁上無罾繳
梁下無鷹鸇
雌雄與羣雛
皆得終天年
嗟嗟籠下雞
及彼池中雁
既有稻粱恩
必有犧牲患",73
349,poem,349,卷八,,,閑適,初下漢江舟中作寄兩省給舍,,,349,revised_jsonl_direct,0350,822,revised_jsonl,笺；酬崔舍人阁老冬至日宿直省中奉简两掖阁老并见示；大诰；坊州按狱；献浙东王大夫二首；太平广记；卢发；摭言；东京赋；史记；答元八宗简同游曲江后明日见赠,史记,1,True,,0,False,1,16,"秋水淅紅粒
朝烟烹白鱗
一食飽至夜
一卧安達晨
晨無朝謁勞
夜無直宿勤
不知兩掖客
何似扁舟人
尚想到郡日
且稱守土臣
猶須副憂寄
恤隱安疲民
期年庶報政
三年當退身
終使滄浪水
濯吾纓上塵","初下漢江舟中作寄兩省給舍秋水淅紅粒
朝烟烹白鱗
一食飽至夜
一卧安達晨
晨無朝謁勞
夜無直宿勤
不知兩掖客
何似扁舟人
尚想到郡日
且稱守土臣
猶須副憂寄
恤隱安疲民
期年庶報政
三年當退身
終使滄浪水
濯吾纓上塵",107
350,poem,350,卷八,,,閑適,自蜀江至洞庭湖口有感而作,,,350,revised_jsonl_direct,0351,822,revised_jsonl,笺；国语；书；左传；史记；方舆胜览；江赋；子虚赋；管子；太平广记；孙思邈；仙传拾遗；宣室志；礼记；大言赋；咏怀；周礼,国语；书；左传；史记；江赋；管子；礼记；周礼,8,True,,0,False,1,44,"江從西南來
浩浩無旦夕
長波逐若瀉
連山鑿如劈
千年不壅潰
萬姓無墊溺
不爾民爲魚
大哉禹之績
導岷既艱遠
距海無咫尺
胡爲不訖功
餘水斯委積
洞庭與青草
大小兩相敵
混合萬丈深
淼茫千里白
每歲秋夏時
浩大吞七澤
水族窟穴多
農人土地窄
我今尚嗟嘆
禹豈不愛惜
邈未究其由
想古觀遺跡
疑此苗人頑
恃險不終役
帝亦無奈何
留患與今昔
水流天地内
如身有血脉
滯則爲疽疣
治之在鍼石
安得禹復生
爲唐水官伯
手提倚天劍
重來親指畫
疏流似剪紙
决壅同裂帛
滲作膏腴田
踏平魚鱉宅
龍宮變閭里
水府生禾麥
坐添百萬户
書我司徒籍","自蜀江至洞庭湖口有感而作江從西南來
浩浩無旦夕
長波逐若瀉
連山鑿如劈
千年不壅潰
萬姓無墊溺
不爾民爲魚
大哉禹之績
導岷既艱遠
距海無咫尺
胡爲不訖功
餘水斯委積
洞庭與青草
大小兩相敵
混合萬丈深
淼茫千里白
每歲秋夏時
浩大吞七澤
水族窟穴多
農人土地窄
我今尚嗟嘆
禹豈不愛惜
邈未究其由
想古觀遺跡
疑此苗人頑
恃險不終役
帝亦無奈何
留患與今昔
水流天地内
如身有血脉
滯則爲疽疣
治之在鍼石
安得禹復生
爲唐水官伯
手提倚天劍
重來親指畫
疏流似剪紙
决壅同裂帛
滲作膏腴田
踏平魚鱉宅
龍宮變閭里
水府生禾麥
坐添百萬户
書我司徒籍",275
