作者规范,六帖部类,高值句数,最高相似度,平均相似度,代表诗题,代表诗句,代表六帖词条,代表六帖注文,代表相似度,total_line_count,line_p90_count,句级p90互文密度_每千句,样本规模标记,部类高值密度_每千句,部类占诗人高值比例,诗人内部类高值排名
张说,仙,2,0.780147,0.77854955,游洞庭湖湘,何人生羽翼,生羽翼,,0.780147,3440,10,2.9069767441860463,大样本,0.5813953488372093,0.2,1.0
黄滔,隄渠,1,0.770342,0.770342,广州试越台怀古,东流水不回,水不流,《後漢》：王梁，字君嚴。為河南尹，穿伊穀水。注洛陽城下，東寫鞏川。及渠成開決，而水不流，有司刻之。,0.770342,1725,1,0.5797101449275363,大样本,0.5797101449275363,1.0,1.0
卢仝,視,1,0.876619,0.876619,月蚀诗,五色令人目盲,五色令人目盲。,,0.876619,1740,13,7.471264367816092,大样本,0.5747126436781609,0.07692307692307693,3.0
卢仝,度,1,0.842291,0.842291,蜻蜓歌（黄河中蜻蜓，其力小，犯险无溺）,进寸退尺莫能度,進寸退尺,《老子》曰：「不敢進寸退尺。」,0.842291,1740,13,7.471264367816092,大样本,0.5747126436781609,0.07692307692307693,4.0
卢仝,井,1,0.82912,0.82912,萧宅二三子赠答诗二十首。客谢井,改邑不改井,改井,《易》：改邑不改井。,0.82912,1740,13,7.471264367816092,大样本,0.5747126436781609,0.07692307692307693,5.0
卢仝,役使不均,1,0.804,0.804,感古四首,所患患不均,不患寡而患不均,《語》。,0.804,1740,13,7.471264367816092,大样本,0.5747126436781609,0.07692307692307693,6.0
卢仝,利,1,0.779221,0.779221,冬行三首,利命子罕言,子罕言利,,0.779221,1740,13,7.471264367816092,大样本,0.5747126436781609,0.07692307692307693,7.0
卢仝,笑,1,0.764423,0.764423,孟夫子生生亭赋,夫子何之兮,夫子何哂,,0.764423,1740,13,7.471264367816092,大样本,0.5747126436781609,0.07692307692307693,8.0
卢仝,流罪,1,0.761938,0.761938,萧宅二三子赠答诗二十首。石请客,小人安得不怀土,小人懷土，,尚於我有尤乎？,0.761938,1740,13,7.471264367816092,大样本,0.5747126436781609,0.07692307692307693,9.0
卢仝,賦稅,1,0.757989,0.757989,感古四首,古来不患寡,不患寡而患不均,,0.757989,1740,13,7.471264367816092,大样本,0.5747126436781609,0.07692307692307693,10.0
卢仝,鶴,1,0.743743,0.743743,哭玉碑子,十里五里行,五里,《飛來雙白鶴篇》曰：五里一反顧，十里一徘徊。云云。,0.743743,1740,13,7.471264367816092,大样本,0.5747126436781609,0.07692307692307693,11.0
王昌龄,寢,1,0.819588,0.819588,宿京江口期刘昚虚不至,明发不能寐,明發不寐,《詩》。,0.819588,1759,4,2.2740193291642976,大样本,0.5685048322910744,0.25,1.0
王昌龄,笳,1,0.802578,0.802578,塞下曲四首,出塞入塞寒,出塞入塞,胡笳者，張博望入西域，傳其法於西京，唯得《摩訶兜勤》一曲。李延年因胡曲，更造新聲二十八解，以為武樂，有《出塞》、《入塞》、《楊柳》等十曲。,0.802578,1759,4,2.2740193291642976,大样本,0.5685048322910744,0.25,2.0
王昌龄,鬼神,1,0.784233,0.784233,箜篌引,鬼神不得知其由,神有不通,《楚辭》。,0.784233,1759,4,2.2740193291642976,大样本,0.5685048322910744,0.25,3.0
王昌龄,泰山,1,0.777241,0.777241,代扶风主人答,天子初封禅,封禪,《白虎通》曰：「王者受命，必封太山之高，以報天禪，梁甫之趾，以報地。」《史記》：「自古封太山禪。梁甫者有七十二君。」,0.777241,1759,4,2.2740193291642976,大样本,0.5685048322910744,0.25,4.0
李颀,燈燭,1,0.834233,0.834233,王母歌,为看青玉五枝灯,青玉五枝燈,《西京雜記》曰：「高祖入咸陽宮，秦有青玉五枝燈，高七尺五寸，有蟠螭口銜燈，然之，鱗甲皆動，煥炳列星。,0.834233,1762,6,3.40522133938706,大样本,0.5675368898978433,0.16666666666666666,1.0
李颀,衣服,1,0.807484,0.807484,塞下曲,千骑黑貂裘,黑貂裘,《史記》：蘇秦說趙相李兌，兌送以黑貂之裘。,0.807484,1762,6,3.40522133938706,大样本,0.5675368898978433,0.16666666666666666,2.0
李颀,吏部,1,0.80237,0.80237,送皇甫曾游襄阳山水兼谒韦太守,持衡吏部郎,持衡,,0.80237,1762,6,3.40522133938706,大样本,0.5675368898978433,0.16666666666666666,3.0
李颀,錢,1,0.76541,0.76541,送乔琳,口不言金帛,不言,王衍，字夷甫。疾，妻郭氏貪。口不言錢，云，舉阿堵物。,0.76541,1762,6,3.40522133938706,大样本,0.5675368898978433,0.16666666666666666,4.0
李颀,郊,1,0.756616,0.756616,春送从叔游襄阳,刺史在郊迎,郊迓,郊迎。,0.756616,1762,6,3.40522133938706,大样本,0.5675368898978433,0.16666666666666666,5.0
李颀,馬,1,0.742388,0.742388,别梁锽,不见古时塞上翁,塞上翁,失馬人弔曰：「未必不為福。俄爾馬引塞外馬歸。,0.742388,1762,6,3.40522133938706,大样本,0.5675368898978433,0.16666666666666666,6.0
高適,仙,2,0.808006,0.779589,酬庞十兵曹,自言生羽翼,生羽翼,,0.808006,3550,17,4.788732394366197,大样本,0.5633802816901409,0.11764705882352941,2.0
高適,名譽,2,0.77251,0.77251,杂曲歌辞。蓟门行五首,出入有声名,行浮於名。,,0.77251,3550,17,4.788732394366197,大样本,0.5633802816901409,0.11764705882352941,3.0
王维,相思,2,0.754745,0.754745,奉寄韦太守陟,故人不可见,我思故人,,0.754745,3604,16,4.439511653718091,大样本,0.5549389567147613,0.125,1.0
王维,羽林將軍,2,0.743923,0.743923,杂曲歌辞。少年行四首,出身仕汉羽林郎,羽林,漢置羽林郎。,0.743923,3604,16,4.439511653718091,大样本,0.5549389567147613,0.125,2.0
赵嘏,酒,1,0.743335,0.743335,赠曹处士幽居,中山暂醉一千日,千日,中山有酒飲者，一醉千日。玄石飲之，一千日乃醒。,0.743335,1832,1,0.5458515283842794,大样本,0.5458515283842794,1.0,1.0
李咸用,慎,1,0.756714,0.756714,君子行,君子慎所履,君子思患而預防之，可不慎乎？,言行君子之樞機也。,0.756714,1840,2,1.0869565217391304,大样本,0.5434782608695652,0.5,1.0
李咸用,禍福,1,0.755882,0.755882,富贵曲,鬼神辟易不敢害,鬼神害盈而福謙,《易》。,0.755882,1840,2,1.0869565217391304,大样本,0.5434782608695652,0.5,2.0
皇甫冉,内外兄弟,1,0.775256,0.775256,适荆州途次南阳赠何明府,一遇朗陵公,朗陵公,《文選詩序》曰：「朗陵公何敬祖？余之從外兄也。」,0.775256,2031,2,0.9847365829640572,大样本,0.4923682914820286,0.5,1.0
皇甫冉,辟召,1,0.758161,0.758161,送归中丞使新罗,通儒有令名,名儒。,劉矩再為太尉所尉召皆名儒宿德不與州郡交還,0.758161,2031,2,0.9847365829640572,大样本,0.4923682914820286,0.5,2.0
李峤,休假,1,0.81795,0.81795,马武骑挽歌二首,五日皆休沐,漢律：五日一沐。,漢律吏得五日下言休息以洗沐也,0.81795,2048,5,2.44140625,大样本,0.48828125,0.2,1.0
李峤,筆硯,1,0.792063,0.792063,凤,五色成文章,五色,江淹夢授五色筆，由是文藻由新。,0.792063,2048,5,2.44140625,大样本,0.48828125,0.2,2.0
李峤,日,1,0.760397,0.760397,皇帝上礼抚事述怀,春还日再中,再中,漢文帝時，新垣平候日再中。,0.760397,2048,5,2.44140625,大样本,0.48828125,0.2,3.0
李峤,鳳,1,0.750974,0.750974,凤,其名曰凤凰,翽翽其羽,鳳皇于飛。云云。,0.750974,2048,5,2.44140625,大样本,0.48828125,0.2,4.0
李峤,樓,1,0.743476,0.743476,道,青楼十二重,十二重之制,《鮑昭詩》：鳳樓十二重。,0.743476,2048,5,2.44140625,大样本,0.48828125,0.2,5.0
张籍,性情,2,0.818214,0.818214,杂曲歌辞。妾薄命,人生各各有所欲,人各有心,,0.818214,4130,11,2.6634382566585955,大样本,0.48426150121065376,0.18181818181818182,1.0
沈佺期,雞,1,0.750646,0.750646,送卢管记仙客北伐,雁行度函谷,出函谷,孟嘗君有難，夜半出函谷關。馮煖詐作雞鳴，乃得出。,0.750646,2088,1,0.4789272030651341,大样本,0.4789272030651341,1.0,1.0
许浑,吏隱,2,0.787302,0.767429,题灞西骆隐士,却笑南昌尉,南昌尉,梅福子真為南昌尉，時人謂之神仙之吏。,0.787302,4218,4,0.948316737790422,大样本,0.474158368895211,0.5,1.0
徐夤,人餓,1,0.809215,0.809215,逐臭苍蝇,饱食嗟来未胜饥,嗟來之食,齊大飢，黔敖為食於路，以待餓者而食之。有餓者蒙袂輯屢，貿貿然來。黔敖左奉食，右執飲曰：「嗟來食。揚其目而視之曰：「子惟不食嗟來之食，以至於斯也。從而謝焉，終不食而死。曾子聞之曰：「微與！其嗟也可去其謝也可食。貿貿目不明貌。,0.809215,2118,2,0.9442870632672333,大样本,0.47214353163361666,0.5,1.0
徐夤,公田,1,0.80587,0.80587,喜雨上主人尚书,雨我公田兆岁丰,雨我公田,遂及我私。《詩》。,0.80587,2118,2,0.9442870632672333,大样本,0.47214353163361666,0.5,2.0
骆宾王,河,1,0.838487,0.838487,送郭少府探得忧字,龙门竹箭流,竹箭流,《慎子》曰：「河下龍門流駛，竹箭駟馬追之，不及。,0.838487,2171,5,2.3030861354214647,大样本,0.460617227084293,0.2,1.0
骆宾王,舞,1,0.755843,0.755843,帝京篇,延年女弟双凤入,延年女弟,李延年侍上歌曰：北方有佳人。云云。平陽主因言延年女弟，上召見，實妙麗而善舞。,0.755843,2171,5,2.3030861354214647,大样本,0.460617227084293,0.2,2.0
骆宾王,隠逸,1,0.754581,0.754581,同辛簿简仰酬思玄上人林泉四首,安知有逸人,逸人,,0.754581,2171,5,2.3030861354214647,大样本,0.460617227084293,0.2,3.0
骆宾王,勤學,1,0.754299,0.754299,在江南赠宋五之问,三冬足文史,三冬足用,東方朔曰：「臣學書三冬，文史足用。,0.754299,2171,5,2.3030861354214647,大样本,0.460617227084293,0.2,4.0
骆宾王,君臣,1,0.745422,0.745422,帝京篇,王侯贵人多近臣,近臣,漢嚴助為太中大夫後得朱買臣吾邱壽王主父偃徐樂嚴安枚臯從車並在左右助等與大臣辨論中外相應以義理之文大臣數詘司馬相如數稱疾避事枚臯東方朔不根持論上頗俳優畜之唯助與壽王見任而助最先進,0.745422,2171,5,2.3030861354214647,大样本,0.460617227084293,0.2,5.0
司空图,美人,1,0.865515,0.865515,诗品二十四则。清奇,可人如玉,如玉,有佳人，美者顔如玉,0.865515,2175,2,0.9195402298850575,大样本,0.45977011494252873,0.5,1.0
司空图,柳,1,0.783981,0.783981,歌者十二首,五柳先生自识微,五柳先生,《晉書》：陶潛，字淵明。為彭澤令**：宅邊栽五株柳，自號為「五柳先生」。,0.783981,2175,2,0.9195402298850575,大样本,0.45977011494252873,0.5,2.0
宋之问,奉使,1,0.871035,0.871035,送姚侍御出使江东,饮冰朝受命,朝受命而夕飲冰,,0.871035,2213,5,2.2593764121102575,大样本,0.45187528242205155,0.2,2.0
宋之问,天,1,0.811016,0.811016,明河篇,倬彼昭回如练白,倬彼昭回,,0.811016,2213,5,2.2593764121102575,大样本,0.45187528242205155,0.2,3.0
宋之问,君臣,1,0.7867,0.7867,药,君臣有礼焉,天子無客禮，莫敢為主焉。君適其臣升自阼階，不敢有其室也。,《禮》。,0.7867,2213,5,2.2593764121102575,大样本,0.45187528242205155,0.2,4.0
李群玉,功,1,0.80871,0.80871,始忝四座奏状闻荐蒙恩授官旋进歌诗延英宣…二十四韵,伫将告成功,告厥成功,,0.80871,2234,4,1.7905102954341987,大样本,0.4476275738585497,0.25,1.0
李群玉,僧,1,0.767015,0.767015,湘中别成威闍黎,至哉彼上人,上人,彼上人者。,0.767015,2234,4,1.7905102954341987,大样本,0.4476275738585497,0.25,2.0
李群玉,美婦人,1,0.762831,0.762831,长沙九日登东楼观舞,南国有佳人,南國,曹植詩云：南國有佳人，容華若桃李。,0.762831,2234,4,1.7905102954341987,大样本,0.4476275738585497,0.25,3.0
李群玉,水,1,0.760392,0.760392,自澧浦东游江表，途出巴丘，投员外从公虞,艰哉水投石,投石,《運命論》曰：「以水投石，莫之受也。以石投水，莫之逆也。」,0.760392,2234,4,1.7905102954341987,大样本,0.4476275738585497,0.25,4.0
戴叔伦,堂,1,0.792859,0.792859,送汶水王明府,知君不下堂,不下堂,天子不下堂而見諸侯。,0.792859,2279,1,0.43878894251864853,大样本,0.43878894251864853,1.0,1.0
鲍溶,夏,1,0.915054,0.915054,夏日华山别韩博士愈,夏日可畏时,夏日可畏,,0.915054,2311,6,2.5962786672436176,大样本,0.4327131112072696,0.16666666666666666,2.0
鲍溶,崑崙山,1,0.786059,0.786059,忆旧游,仙人居其中,仙人居,《葛仙公傳》：崑崙山一曰玄圃臺，一曰積瑤房，一曰閬風臺，一曰華蓋，一曰天柱，皆仙人所居。,0.786059,2311,6,2.5962786672436176,大样本,0.4327131112072696,0.16666666666666666,3.0
鲍溶,嵩山,1,0.783654,0.783654,悼豆卢策先辈,嵩高山西北,嵩高,《白虎通》曰：「中央之嶽，獨加高字者何？」中史，四方之中，可高。故曰嵩高山。,0.783654,2311,6,2.5962786672436176,大样本,0.4327131112072696,0.16666666666666666,4.0
鲍溶,軍政令,1,0.760051,0.760051,岐路,古人有遗训,軍之善政，,古之善教。,0.760051,2311,6,2.5962786672436176,大样本,0.4327131112072696,0.16666666666666666,5.0
佚名,祝史,2,0.962769,0.962769,郊庙歌辞。昭德皇后庙乐章。寿和,工祝致告,工祝致告,,0.962769,4653,44,9.456264775413711,大样本,0.4298302170642596,0.045454545454545456,3.0
佚名,郊天,2,0.867681,0.8288555,郊庙歌辞。享太庙乐章。文舞,克配彼天,思文后稷,克配彼天。,0.867681,4653,44,9.456264775413711,大样本,0.4298302170642596,0.045454545454545456,4.0
佚名,天子孝,2,0.83514,0.79182446,封泰山乐章。寿和,孝天下臣,孝理天下,先王之以孝治天下也。故得萬國之歡心，是以天下和平，災害不生。,0.83514,4653,44,9.456264775413711,大样本,0.4298302170642596,0.045454545454545456,5.0
佚名,蒸嘗,2,0.782102,0.78085,郊庙歌辞。享太庙乐章。永和,是用孝享,吉蠲為饎，是用孝享,,0.782102,4653,44,9.456264775413711,大样本,0.4298302170642596,0.045454545454545456,6.0
佚名,日,2,0.779794,0.7737535,郊庙歌辞。享太庙乐章。长发舞,就日重光,重光,崔豹《古今注》曰：「漢明帝作太子樂，八歌四章，以贊太子，一曰日重光。」,0.779794,4653,44,9.456264775413711,大样本,0.4298302170642596,0.045454545454545456,7.0
李中,行,1,0.775488,0.775488,送仙客,危言危行是男儿,危言危行,,0.775488,2336,3,1.2842465753424657,大样本,0.4280821917808219,0.3333333333333333,1.0
李中,相思,1,0.754745,0.754745,春日野望怀故人,故人不可见,我思故人,,0.754745,2336,3,1.2842465753424657,大样本,0.4280821917808219,0.3333333333333333,2.0
李中,清亷,1,0.753555,0.753555,献乔侍郎,鉴物心如水,心如水,哀帝謂鄭崇曰君門如市何以禁切人主對曰臣門如市臣心如水,0.753555,2336,3,1.2842465753424657,大样本,0.4280821917808219,0.3333333333333333,3.0
刘禹锡,酒,2,0.781825,0.781263,同乐天和微之深春二十首（同用家花车斜四韵）,醉酒一千日,千日,中山有酒飲者，一醉千日。玄石飲之，一千日乃醒。,0.781825,4802,11,2.2907122032486464,大样本,0.41649312786339027,0.18181818181818182,1.0
杜荀鹤,儒教,1,0.900229,0.900229,将归山逢友人,儒为君子儒,君子之儒,子謂子夏，曰：「汝為君子儒，無為小人儒。,0.900229,2412,4,1.658374792703151,大样本,0.41459369817578773,0.25,1.0
杜荀鹤,桂,1,0.802898,0.802898,顾云侍御出二子请诗因遗一绝,想得月中仙桂树,月中有仙桂樹一枝,晉郤詵對武帝曰：「臣對策為天下第一，猶桂林一枝也。,0.802898,2412,4,1.658374792703151,大样本,0.41459369817578773,0.25,2.0
杜荀鹤,宗族,1,0.759885,0.759885,寄从叔,三族不当路,三族不虞,《儀禮》：士婚禮，請期曰：「唯是三族之不虞。」注：三族：父昆弟、已昆弟、子昆弟。,0.759885,2412,4,1.658374792703151,大样本,0.41459369817578773,0.25,3.0
杜荀鹤,酒,1,0.746146,0.746146,途中春,酒力不能久,醉而不出,是謂伐德,0.746146,2412,4,1.658374792703151,大样本,0.41459369817578773,0.25,4.0
顾况,老,1,0.842411,0.842411,宜城放琴客歌（柳浑封宜城县伯）,七十非人不暖热,七十非帛不暖,,0.842411,2441,18,7.37402703809914,大样本,0.40966816878328555,0.05555555555555555,3.0
顾况,海,1,0.830894,0.830894,曲龙山歌,乘桴浮于海,桴浮,子曰：「道不行，乘桴浮于海。」,0.830894,2441,18,7.37402703809914,大样本,0.40966816878328555,0.05555555555555555,4.0
顾况,夢,1,0.824515,0.824515,上古之什补亡训传十三章。十月之郊一章,梦人占之,夢中占夢,《莊子》：長吾子謂瞿鵲曰：夢飲酒者，旦而哭泣，夢哭泣者，旦而田獵，方其夢也。不知其夢中之占又夢焉。無異寤也。固乃非常人之所知。,0.824515,2441,18,7.37402703809914,大样本,0.40966816878328555,0.05555555555555555,5.0
顾况,貧,1,0.802306,0.802306,上古之什补亡训传十三章。十月之郊一章,君子居公室,君子居,《易》以俟命。,0.802306,2441,18,7.37402703809914,大样本,0.40966816878328555,0.05555555555555555,6.0
顾况,賢,1,0.788044,0.788044,春游曲二首,倡女蒲葵扇,蒲葵扇,謝安風流，時多愛慕故人，罷中宿縣，還有蒲葵扇五萬，安取中者題之，京師慕效，競市價數倍。,0.788044,2441,18,7.37402703809914,大样本,0.40966816878328555,0.05555555555555555,7.0
顾况,戎狄,1,0.762719,0.762719,曲龙山歌,子欲居九夷,子欲居九夷，或曰：陋，如之何？子曰：君子居之，何陋之有？君子所居則化,,0.762719,2441,18,7.37402703809914,大样本,0.40966816878328555,0.05555555555555555,8.0
顾况,田疇,1,0.757986,0.757986,上古之什补亡训传十三章。上古一章,惟彼甫田,甫田,《詩》：倬彼甫田，歲取十千。,0.757986,2441,18,7.37402703809914,大样本,0.40966816878328555,0.05555555555555555,9.0
顾况,相,1,0.75778,0.75778,从军行二首,不有封侯相,奴有侯相,衛青至甘泉居至有鉗徒相青，官至封侯，青曰：「人之奴得無笞罵足矣。安敢望封侯？」,0.75778,2441,18,7.37402703809914,大样本,0.40966816878328555,0.05555555555555555,10.0
